sudah baik,1
pelayanannya udah cukup memuaskan,1
Saran kesehatan ditingkatkan lagi,1
cukup baik,1
permasalahan student halll,1
Lebih di sempurnakan,-1
Saya sudah tidak asrama,1
"Tolong dokter nya di perbagus karena saya pernah pergi kesana , tapi yg didapat penyakit saya nambah parah",1
sudah baik,1
Sudah sangat baik,1
Perbaiki kualitas pelayanan dan tenaga mesis di poliklinik,1
poliklinik lebih jelas lagi. teman saya dibawa ke poliklinik ga sembuh2 dan akhirnya opname di rs,1
untuk lingkungan asrama mungkin perlu ditingkatkan apalagi saat penghuni asrama pengajukan keluhan,-1
-,1
Tingkatkan lagi,-1
Tingkatkan,-1
"Kualitas lebih ditingkatkan, dan pelayanannya diperbaiki",-1
sudah baik,1
Bagusin,-1
sudah bagus,1
Obat yang digunakan jangan obat murahan dan tidak ampuh untuk menyembuhkan penyakit,1
air asrama kotor karena terdapat cacing ketika disaring dan kecepatan wifi id asrama sangat lambat dan sering tidak bisa login,-1
sudah bagus,1
"sudah bagus, mohon di tingkatkan lagi fasilitas dan pelayanannya",-1
Saran saya agar internet di asrama dapat lebih dipercepat dan kualitas air asrama dapat lebih ditingkatkan,-1
Sudah cukup memadai,1
Sudah baik,1
sangat baik,1
"dalam hal tersebut saya rasa sudah cukup baik ,namun semuanya perlu di tingkatkan seiring berjalannya waktu",-1
Semoga bisa lebih baik lagi,-1
"Asrama airnya kurang bersih dan kuning sekali. kesehatan di telkom sebenarnya baik tapi jika kita mengalami penyakit yang parah dan harus dibawa kerumah sakit, tidak semua rumah sakit menerima asuransi mahasiswa telkom jadi telkom harus memperluas kerja sama rumah sakit yang ada di bandung.",-1
agar ditingkatkan lagi,-1
layanan kemahasiswaan sudah baik,1
---,1
"Untuk bidang kesehatan, diusahakan lebih ramah dan utamakan kesehatan serta keselamatan mahasiswa/i, jamgan memikirkan biaya dulu, kalau orang mampu pasti di ganti kok, toh kami mahasiswa/i sudah membayar asuransi kesehatan di kampus. Jadi tolong ditanggapi dengan ikhlas dan benar.",1
.,1
Sudah sepatutnya kampus sebesar TelU memiliki stadion sepakbola sebagai branding untuk kampus juga.,1
sudah baik,1
Sudah bail,1
"sudah cukup dan memadai, kecuali di bidang kesehatan. layanan klinik kurang bagus",1
"pelayanan diasrama kurang memuaskan, airnya kadang kotor nggak bersih, semoga pelayanan nya bisa lebih baik lagi.",-1
"di bidang kesehatan kurang baik, kegiatan mahasiswa sangat banyak dan di support",1
Tingkatkan,-1
sudah cukup,1
setiap kamar diberi fasilitas yang memadai,1
Asrama sangat buruk dalam penyediaan air bersih! Beberapa kali saya melihat belatung dalam air. Pelayanan kesehatan saya puas.,-1
dibidang kesehatan terkadang saya merasa bahwa poliklinik di kawasan kampus tidak cukup bagus,1
Cukup puas dan baik,1
Sudah baik,1
Semoga lebih baik lagi.,1
cukup baik,1
Sudah cukup bagus,1
sudah bagus.Tingkatkan,-1
.,1
"kegiatas mahasiswa kurang di ekplore, sehingga beberpa mahasiswa terkadang mendapatkan informasi2 yang kadaluarsa.",1
bagusbagus,1
"untuk layanan kesehatan perlu ditambah dan prose pelayanan harus cepat. untuk kegiatan mahasiswa perlu diadakan pembersihan di wilayah kampus yang masih ada sampah, agar kegiatan berjalan lancar.",1
berikan pelayanan seperti umum nya diluar kampus,-1
"Sudah semakin membaik, tetap selalu pertahankan hal-hal baik yang dilakukan",-1
Sudah cukup baik,1
ya,1
Gatau gapernah make.. Kantin dibuat lebih beragam lagi dong makanannya,1
Tingkatkan,-1
Sangat baik,1
Lebih ditingkatkan lagi,-1
Lebih baik lagi,-1
Lebih di perhatikan lagi kegiatan kegiatan mahasiswa seperti UKM dan lain lain,1
sangat baik,1
Semoga lebih baik lagi kedepannya,1
GOOD,1
-,1
untuk layanan kesehatan di poliklinik itu tolong dokternya lebih baik lagi.,1
bagus pertahankan,-1
layanan kemahasiswaan cukup baik,1
Lebih baik,1
semangat,1
terus perbaiki,-1
alur-alur yng diberikan sudah jelas.,1
Harap ditingkatkan lagi kualitas layanan yang ada di Universitas Telkom dalam bidang layanan kemahasiswaan,-1
lebih ramah lagi,-1
Cukup baik lah,1
semoga dapat semakin ditingkatkan,-1
Lumayan puas tetapi lebih ditingkatkan lagi,-1
.,1
menurutku sudah bagus,1
No,1
parkiran aja benerin,1
-,1
agar air lebih bersih,-1
Dalam pimanjaman tempat terkadang pegawai kebanyakan tidak ada di tempat,1
sudah berjalan dengan baik,1
lebih tingkatkan SDM dan apa yg di butuhkan SDM,-1
"asrama di angkatan saya kacau, dan asrama yang sekarang? belum banyak berubah sepertinya. kualitas dan fasilitas yang buruk air dan listrik sering mati katanya. nyusahin mahasiswa kalau lapar malam hari. untuk asuransi kesehatan sudah baik. katanya mendukung kegiatan mahasiswa? menyiapkan mahasiswa agar siap dengan kompetisi di luar sana? ngeluarin dana untuk kegiatan mahasiswa aja susah dan ribetnya minta ampun. malah terpakai pada fasilitas yang justru tidak terpakai (red. rfid motor, apalagi?) gausah aneh aneh, tunjukin transparansi, biar kami juga bisa merasakan. gatau sih ini bakal dibaca atau ga. ya, gitu.",-1
air asramaa tolog di bersihkan lagi dikarenakan air nya kotor,-1
cukup baik,1
sudah bagus dan baik,1
lebih ditingkatkan lagi,-1
"memberikan layanan terbaik bagi kami mahasiswa, agar segala yang perlu diproses dapt dilaksanakan dengan baik",1
"penyuluhan galon ke tiap gedung sering telat, terkadang ditemukan cacing kecil keluar dari keran kamar mandi, ruangan ukm terlalu kecil.",-1
"Dalam klinik kesehatan, biasanya keakuratan yang diberikan oleh dokter atau perawat yang bertugas di klinik kurang tepat sehingga adanya salah diagnosa dan kemudian berujung pada salah memberikan obat. semoga dapat diperbaiki lagi ke depannya.",1
Asrama sudah sangat baik namun tingkatkan kenyamanan pada air yang kurang bersih. Dalam bidang kesehatan masih banyak kekurangan di klinik seperti pelayanan yang kurang baik dan pemberian obat. Asuransi yang dilakulan sudah sangat puas. Kegiatan mahasiswa juga sudah sangat baik.,-1
Ya,1
Sangat bagus tingkatkanq,-1
bagus,1
semua sudah sangat baik hanya asrama air nya kotor tidak baik untuk kesehatan,-1
sudah baik,1
Sudah bagus lebih ditingkatkan kembali,-1
sudah baik,1
"Sudah bagus, lebih ditingkatkan lagi",-1
cukup memuaskan dan membantu kami jika terdapat masalah - masalah,1
Udah baik,1
-,1
-,1
lanan kemahasiswaan sudah bagus mahasiswa di berikan wadah dalam kegiatan yang mahasiswa bisa minati,1
belum mencoba,1
"banyakin tempat sampah, baliho tentang sampah, layanan kesehatannya dan penunjangnya dilengkapi lagi juga pelayanannya kurang",-1
Lebih ditingkatkan,-1
0,1
-,1
"Supaya pihak poli lebih responsif, teman saya pernah asma di gku dan gakuat jalan, namun pihak poli tidak bersedia ke gku",-1
-,1
Tolong dukung semua kegiatan yg ada,1
kebersihan lebih ditingkatkan lagi karena banyak yang harus dibersihkan,1
Internet di asrama ditingkatkan.,-1
sudah baik,1
Baik,1
tingkatkan pelayanan,-1
-,1
tidak ada,1
Kualitas ditingkatkan,-1
semuanya sudah sesuai dengan yang diharapkan.,1
Cukup baik,1
mungkin fasilitas diasrama lebih diperhatikan terutama air,-1
"asrama : air keruh , wifi lama",-1
layanan kemahasiswaannya sudah baik,1
Keren,1
"saya rasa kebijakan telkom yang secara tidak langsung ""mewajibkan"" asrama saat PMB sangat tidak masuk akal dan tidak banyak manfaat untuk mahasiswa baru",-1
Air kerannya yang di asrama kalau bisa dikasih atau diberi penyaring karena banyak endapan lumpur serta cacing yang keluar dari keran bahkan shower,-1
Tingkatkan kembali fasilitas kesehatan dan asrama yang memadai bagi mahasiswa.,1
please make the internet connection faster,1
sudah baik,1
baik,1
tingkatkan,-1
always improve,-1
Adanya kejelasan tentang asuransi dapat di pakai dimana saja dan dalam hal apa saja,1
Tolong air di asrama agar di bersihkan karna kotor dan binatang sering kali keluar. dan internet kampus diperbaiki lagi karna sering banget lemot dan lain2.,-1
semoga lebih baik lagi,-1
agar dapat ditingkatkan lagi,-1
Lebih ditingkatkan lagi,-1
ya,1
harusnya bisa lebih baik lagi,-1
very nice,1
sudah baik,1
"Asrama waktu maba itu selalu aja air dari kerannya berisi air + jentik nyamuk itu gak enak sekali terpaksa pake air itu, kesehatan saya cuma kena penyakit kecil aja sih jadi gak terlalu tau, asuransi belum pernah dpt kompensasi jadi gak tau, kegiatan mahasiswa yah..... Biasa biasa aja",-1
sudah baik,1
tidak ada,1
Tingkatkab oagi,-1
Saran saya kalau ada kegiatan mahasiswa(roadshow) yang mengharuskan mereka keluar kota untuk mensosialiasi telkom university alangkah baiknya mendapatkan surat dispen,1
tingkatkan lagi,-1
-,1
secara keseluruhan sudah baik tinggal di perbaiki lagi,-1
"ada dokter yang siap untuk mobile, sehingga sewaktu2 ditemukan kasus dimana pasien sulit/tidak bisa dibawa ke klinik dokter tersebut dapat menuju ke pasiennya",1
Mohon yang rusak segera diperbaiki,-1
"Untuk pelayanan kesehatan kurang puas. Karena karyawan tidak ramah, belum bisa melayani dengan cepat apabila ada anak yang darurat, dokter yang seharusnya lebih berkompeten terhadap bidangnya. Terimakasih.",1
untuk kegiatan mahasiswa seperti ukm mohon disediakan sekre yang lebih memadai,1
"Asrama. Saya minta tolong hordeng kamar mandi di ganti tapi gak di ganti ganti. yang kedua toilet saya sangat kotor dan jelek tidak diperbaiki terus, saya sudah pernah liat kamar mandi saya sebelum masuk asrama, saya kira akan di perbaiki namun tidak. saya lihatkamar mandi temen saya sangat bersih. Asrama putri gd c 223",-1
"asrama. tolong air itu di bersihkan, saya dan satu kamar saya sangat kesusahan karena airnya kotor, biar disaring bagaimana pun itu tetap kotor, dan wifi tolong dilancarkan",-1
Cukup,1
"Mohon untuk kegiatan mahasiswa, agar lebih bersahabat dan tidak terlalu dibatasi. Bukan berarti kami merasa terbatasi, namun masih ada saja kegiatan mahasiswa yang disulitkan,",1
"menurut saya, ada pemberitahuan sebelum nya tentang pengurasan air. terkadang kami tidak tau kalau airnya mati tiba-tiba dan membuat banyak kegiatan terhambat",-1
-,1
Semoga ditingkatkan lagi kenyamanannya,-1
"kesehatan tadi saya berobat untuk dokter sedikit ogah ogahan untuk memeriksa saya, dan judes juga, saya periksa tadi pagi tanggal 30 september",1
segera ditinjau,-1
"Mesjid sudah tidak bisa menampung jumlah mahasiswa yang setiap tahun bertambah, mohon dipertimbangkan",1
Saran Saya adalah supaya keamanan asrama lebih diperhatikan lagi.,-1
--,1
Sudah mantap,1
"mohon lebih ditingkatkan lagi untuk layanan kesehatan, mulai dari petugas dan dokter jaga.",1
kurang sekali,-1
dibidang kesehatan masih kurang menurut saya karena pelayanannya kurang baik setelah saya mendengar berbagai pendapat tentang poliklinik,1
menangapi dan melayani siswa dengan baik,1
asrama cukup nyaman akan tetapi kurangnya air bersih,-1
bagus,1
Lanjutkan dan semangat terus berikan selalu yang terbaik utk tel-u,-1
-,1
tidak ada,1
Masalah air kamar mandi kotor,-1
Sudah sangat memuaskan.,1
"saya pernah ke klinik telkom malam-malam tetapi klinik tutup dan pintu tidak bisa dibuka dan lampu klinik dalam keadaan nyala, padahal saya sedang sangat merasa tidak enak badan. Mohon diperbaiki pelayanannya. Untuk asrama mungkin air saja yang harus lebih diperhatikan.",-1
"Saran saya untuk asrama fasilitasnya harus lebih bagus dan banyakin fasilitasnya dari sebelumnya, untuk kesehatan saya harapkan untuk mempunyai obat yang sesuai dan UKM pun sama harus mempunyai dispensasi untuk ada kegiatan diluar daerah",-1
sudah baik,1
permudah lagi prosesnya,-1
-,1
Mungkin poliklinik di besarkan,1
lebih ditinggkatkan lagi,-1
..,1
semua kegiatan kemahasiswaan layananannya sangatlah bagus dan membuat puas.,1
lebih mendukung lagi kegiatan mahasiswa yang bersifat positif. lebih menjaga lagi agar tidak ada nya kegiatan negatif,1
..,1
"sama ratakan fasilitas di asrama, contoh asrama gedung biru tidak ada jemuran di Lt. 5",-1
lumayan,1
agar bisa lebih baik lg kedepannya,-1
0,1
semakin ditingkatkan,-1
Bersihkan air asrama,-1
Baik,1
cukup,1
"Jam buka toko asrama dan  penyedia token maupun wifi,id harap dibuka 24x7",-1
yes,1
layanan kesehatan di  telkom university agar lebih ditingkatkan lagi.,1
perbanyak perawat dipoliklinik,1
"Layanan kemahasiswaan sudah cukup ada peningkatan tetapi masih ada beberapa aspek yang seharusnya bisa lebih baik lagi, terutama asuransi dan kesehatan, karena masih sedikit kurang memuaskan",1
lebih ditingkatkan dalam hal pelayanannya kesehatannya masih kurang,1
lebih diperbaiki,-1
tidak ada,1
Cukup Baik,1
kurang terutma di asrama,-1
"wifi di dalam gedung D asrama putri tidak sampai kamar, sehingga kesulitan hendak menggerjakan tugas",-1
sjbsknclsjm,1
"asrama : fasilitas wifi tidak mencakup di semua kamar.
kesehatan : tidak begitu puas sebab pemeriksaan hanya di tensi saja.",-1
bagus,1
Pelayanan lebih di tingkatkan,-1
ruang parkir kurang luas,1
Sudah cukup baik dalam implementasinya,1
Lebih dipermudah dan dibantu untuk kegiatan UKM,1
tolong  kegiatan mahasiswa lebih didukung,1
dokternya kurang akurat dalam memberikan resep,1
"sudah bagus, lebih baik lagi kedepannya",-1
lebih ditingkatkan lagi,-1
sangat puas,1
sudah cukup baik,1
pelayanan cukup baik,1
lahan parkir motor diperluas,1
"air tolong dibersihkan, sering keluar cacing",-1
-,1
sudah cukup baik,1
"Sebaiknya fasilitas asrama harus lebih diperhatikan lagi, karena banyaknya keluhan mahasiswa baru tentang fasilitas asrama.",-1
sudah cukup memuaskan untuk pelayanan kemahasiswaan.,1
sudah baik,1
berikan layanan bagi kegiatan mahasiswa yang ekternal jadi internal,1
"gaada,sudah puas",1
Bagus,1
semoga layanannya lebih ditingkatkan dan prosedur yang tidak rumit,-1
"menuruk saya layanan yang disediahkan oleh telkom universitas dalam bidang kesehatan,asrama,asuransi,dan kegiantan mahasiswa sangat memenuhi standar mahasiswa,terkadang dalam layanan asrama serin terjadinya kekeringan air dan kurannya air bersi khususnya di gedung L",-1
Untuk klinik kesehatan. Diagnosa dan obat sendiri kadang tidak relevan.,1
*,1
"kesehatan tolong ditingkatkan ya, dari segi fasilitas dan pelayanan dan keramaahannya",1
Baik,1
air asrama masih suka ada cacing.wifi.id kadang susah connect,-1
"jangan cuma bikin kuesioner aja, silahkan benahi masih banyak cacat",-1
Sudah bagus,1
"Tidak ada saran dan masukan,karna saya merasa puas dengansemua layanan di telkom university ini",1
udah bagus tingkatin...,-1
sudah cukup baik,1
bidang layanan kemahasiswaannya ditingkatkan dan diperbaiki,-1
Kurang mendukung kegiatan mahasiswa.,1
Ditingkatkan lagi,-1
tidak ada,1
"untuk tempat kegiiatan mahasiswa termasuk olahraga sangat kurang, banyak mahasiswa yang ingin berolahraga cuman tidak ada tempat sudah penuh dengan ukm",1
-,1
cukup,1
Ditingkatkan terutama dalam biang asrama,-1
tingkatkan lagi agar lebih baik kedepannya,-1
"untuk bidang kesehatan agar diperbaiki,karena beberapa kali saya melihat kasus bahwa diagnosa penyakit dari petugas hasilnya tidak benar atau tidak sesuai",1
semakin baik setiap harinya,1
Parkiran motor lebih diperbanyak dan diperbaiki lagi,1
cukup,1
Tidak ada,1
-,1
lebih gencar lagi akan aktivitas kesehatan dan diberi penjelasan bagaimana cara cara atau prosedur kalo mau berobat,1
Tolong layanan lebih di tingkatin lagi agar para mahasiwa lebih puas,-1
cukup bagus,1
tidak ada,1
"Air di asrama sangat butuh filter, karena air asrama sangat kotor dalam waktu tertentu.",-1
internet tidak terjangkau dan air kurang bersih serta lingkungan yang kotor,-1
"Dalam pelayanan asrama menurut saya masih perlu diperhatikan lagi. Seperti halnya masih ada sensor yang tidak menyala pada tiap gedung, hal ini menyebabkan para perokok dengan tidak takut merokok di asrama, dan juga dianjurkan untuk melakukan sidak sesring mungkin untuk menjaring mahasiswa nakal, karena jika dibiarkan akan mengganggu penghuni asrama yang lain.",-1
tingkatkan kualitas.,-1
untuk asrama tolong lebih diperhatikan masalah kebersihan dan sanitasinya,-1
lebih di tigkatkan,-1
lebih ditingkatkan lagi dalam pelayanan,-1
sudah cukup baik. hanya saja dalam kegiatan kerohanian jangan dilakukan perbedaan .,1
air asrama masih kotor,-1
untuk asrama tolong diperhatikan kebersihan air karena sering ditemukan cacing kecil yang keluar dari keran kamar mandi.,-1
0,1
sudah tidak di asrama,1
semoga lebih di perbaiki lagi,-1
makanan yang dijual di asrama harusnya lebih dimurahkan lagi,-1
Semoga lebih baik lagi pelayanannya,-1
Lebih baik lagi saja,-1
sudah cukup baik,-1
"The dormitory's water is dirty and smelly. it also makes us feels itchy and sometimes contains soil and worms . for the services, there were a lot of clothes that lost in the laundry area.",-1
"asrama masih kurang bagus, banyak cacing keluar dari shower",-1
sudah baik,1
Hmmm kurang optimal,-1
